onset	duration	sample	value	gid
35.4970703125	n/a	36350	1121	0
35.4970703125	n/a	36350	1231	0
35.4970703125	n/a	36350	1311	1237
53.6171875	n/a	54905	2120	0
103.41015625	n/a	105893	1312	1237
103.41015625	n/a	105893	1311	1118
123.412109375	n/a	126375	2120	0
123.9833984375	n/a	126960	1312	1118
123.9833984375	n/a	126960	1311	1159
135.34375	n/a	138593	2110	0
135.9140625	n/a	139177	1312	1159
135.9140625	n/a	139177	1311	1130
151.447265625	n/a	155083	2110	0
152.0185546875	n/a	155668	1312	1130
152.0185546875	n/a	155668	1311	1252
162.6064453125	n/a	166510	2110	0
163.1787109375	n/a	167096	1312	1252
163.1787109375	n/a	167096	1311	1103
172.646484375	n/a	176791	2110	0
173.2177734375	n/a	177376	1312	1103
173.2177734375	n/a	177376	1311	1095
184.173828125	n/a	188595	2110	0
184.7421875	n/a	189177	1312	1095
184.7421875	n/a	189177	1311	1225
197.2294921875	n/a	201964	2110	0
197.802734375	n/a	202551	1312	1225
197.802734375	n/a	202551	1311	1018
206.533203125	n/a	211491	2110	0
207.1044921875	n/a	212076	1312	1018
207.1044921875	n/a	212076	1311	1021
219.3486328125	n/a	224614	2110	0
219.9208984375	n/a	225200	1312	1021
219.9208984375	n/a	225200	1311	1153
232.259765625	n/a	237835	2110	0
232.83203125	n/a	238421	1312	1153
232.83203125	n/a	238421	1311	1215
244.33984375	n/a	250205	2110	0
244.912109375	n/a	250791	1312	1215
244.912109375	n/a	250791	1311	1001
255.115234375	n/a	261239	2110	0
255.6865234375	n/a	261824	1312	1001
255.6865234375	n/a	261824	1311	1158
265.8056640625	n/a	272186	2110	0
266.3779296875	n/a	272772	1312	1158
266.3779296875	n/a	272772	1311	1061
275.8828125	n/a	282505	2110	0
276.4541015625	n/a	283090	1312	1061
276.4541015625	n/a	283090	1361	4048
287.1455078125	n/a	294038	2120	0
290.1494140625	n/a	297114	1362	4048
290.1494140625	n/a	297114	1311	1017
303.880859375	n/a	311175	2110	0
304.453125	n/a	311761	1312	1017
304.453125	n/a	311761	1311	1126
316.1044921875	n/a	323692	2110	0
316.7099609375	n/a	324312	1312	1126
316.7099609375	n/a	324312	1232	0
359.046875	n/a	367665	1221	0
359.046875	n/a	367665	1311	1120
368.88671875	n/a	377741	2110	0
369.45703125	n/a	378325	1312	1120
369.45703125	n/a	378325	1321	4002
374.23046875	n/a	383213	2120	0
380.146484375	n/a	389271	1322	4002
380.146484375	n/a	389271	1311	1013
393.0224609375	n/a	402456	2110	0
393.5927734375	n/a	403040	1312	1013
393.5927734375	n/a	403040	1311	1105
403.509765625	n/a	413195	2110	0
404.08203125	n/a	413781	1312	1105
404.08203125	n/a	413781	1311	1222
418.4287109375	n/a	428472	2120	0
422.9609375	n/a	433113	1312	1222
422.9609375	n/a	433113	1311	1168
433.916015625	n/a	444331	2110	0
434.48828125	n/a	444917	1312	1168
434.48828125	n/a	444917	1311	1138
448.3154296875	n/a	459076	2110	0
448.888671875	n/a	459663	1312	1138
448.888671875	n/a	459663	1311	1244
456.7080078125	n/a	467670	2110	0
457.2802734375	n/a	468256	1312	1244
457.2802734375	n/a	468256	1311	1247
469.8271484375	n/a	481104	2110	0
470.400390625	n/a	481691	1312	1247
470.400390625	n/a	481691	1311	1164
484.1943359375	n/a	495816	2110	0
484.763671875	n/a	496399	1312	1164
484.763671875	n/a	496399	1311	1015
493.6640625	n/a	505513	2110	0
494.2353515625	n/a	506098	1312	1015
494.2353515625	n/a	506098	1311	1241
501.396484375	n/a	513431	2110	0
501.9697265625	n/a	514018	1312	1241
501.9697265625	n/a	514018	1311	1193
516.068359375	n/a	528455	2110	0
516.640625	n/a	529041	1312	1193
516.640625	n/a	529041	1361	4046
521.1455078125	n/a	533654	2120	0
523.982421875	n/a	536559	1362	4046
523.982421875	n/a	536559	1311	1182
532.123046875	n/a	544895	2110	0
532.697265625	n/a	545483	1312	1182
532.697265625	n/a	545483	1311	1113
540.4482421875	n/a	553420	2110	0
541.0205078125	n/a	554006	1312	1113
541.0205078125	n/a	554006	1311	1003
555.6318359375	n/a	568968	2110	0
556.2041015625	n/a	569554	1312	1003
556.2041015625	n/a	569554	1311	1144
562.935546875	n/a	576447	2110	0
563.5078125	n/a	577033	1312	1144
563.5078125	n/a	577033	1331	4024
568.6875	n/a	582337	2120	0
573.8505859375	n/a	587624	1332	4024
573.8505859375	n/a	587624	1311	1114
585.134765625	n/a	599179	2110	0
585.708984375	n/a	599767	1312	1114
585.708984375	n/a	599767	1311	1165
599.8486328125	n/a	614246	2110	0
600.4169921875	n/a	614828	1312	1165
600.4169921875	n/a	614828	1311	1199
607.25390625	n/a	621829	2110	0
607.8271484375	n/a	622416	1312	1199
607.8271484375	n/a	622416	1311	1096
614.029296875	n/a	628767	2110	0
614.603515625	n/a	629355	1312	1096
614.603515625	n/a	629355	1311	1152
619.7041015625	n/a	634578	2110	0
620.2783203125	n/a	635166	1312	1152
620.2783203125	n/a	635166	1311	1204
628.5732421875	n/a	643660	2110	0
629.1455078125	n/a	644246	1312	1204
629.1455078125	n/a	644246	1311	1108
639.388671875	n/a	654735	2110	0
640.0087890625	n/a	655370	1312	1108
640.0087890625	n/a	655370	1222	0
694.943359375	n/a	711623	1221	0
694.943359375	n/a	711623	1311	1116
703.7861328125	n/a	720678	2110	0
727.9970703125	n/a	745470	1312	1116
727.9970703125	n/a	745470	1311	1036
736.1474609375	n/a	753816	2110	0
736.7197265625	n/a	754402	1312	1036
736.7197265625	n/a	754402	1311	1229
744.3447265625	n/a	762210	2110	0
744.916015625	n/a	762795	1312	1229
744.916015625	n/a	762795	1311	1039
762.0341796875	n/a	780324	2110	0
762.6025390625	n/a	780906	1312	1039
762.6025390625	n/a	780906	1311	1242
773.3837890625	n/a	791946	2110	0
773.955078125	n/a	792531	1312	1242
773.955078125	n/a	792531	1311	1240
784.11328125	n/a	802933	2110	0
784.681640625	n/a	803515	1312	1240
784.681640625	n/a	803515	1311	1254
790.8232421875	n/a	809804	2120	0
794.6630859375	n/a	813736	1312	1254
794.6630859375	n/a	813736	1311	1070
