onset	duration	sample	value	gid
25.5283203125	n/a	26142	1121	0
25.5283203125	n/a	26142	1231	0
25.5283203125	n/a	26142	1331	4036
33.5166015625	n/a	34322	2120	0
36.44140625	n/a	37317	1332	4036
36.44140625	n/a	37317	1311	1247
51.7919921875	n/a	53036	2110	0
52.36328125	n/a	53621	1312	1247
52.36328125	n/a	53621	1311	1250
56.52734375	n/a	57885	2110	0
57.0966796875	n/a	58468	1312	1250
57.0966796875	n/a	58468	1351	4055
61.87109375	n/a	63357	2110	0
62.443359375	n/a	63943	1352	4055
62.443359375	n/a	63943	1311	1154
68.7109375	n/a	70361	2110	0
69.2861328125	n/a	70950	1312	1154
69.2861328125	n/a	70950	1311	1087
74.3212890625	n/a	76106	2110	0
74.89453125	n/a	76693	1312	1087
74.89453125	n/a	76693	1341	4040
79.56640625	n/a	81477	2120	0
82.9521484375	n/a	84944	1342	4040
82.9521484375	n/a	84944	1311	1120
91.4384765625	n/a	93634	2110	0
92.0126953125	n/a	94222	1312	1120
92.0126953125	n/a	94222	1311	1122
100.0322265625	n/a	102434	2110	0
100.607421875	n/a	103023	1312	1122
100.607421875	n/a	103023	1311	1015
107.9013671875	n/a	110492	2110	0
108.4755859375	n/a	111080	1312	1015
108.4755859375	n/a	111080	1311	1196
113.6376953125	n/a	116366	2110	0
114.2080078125	n/a	116950	1312	1196
114.2080078125	n/a	116950	1341	4039
118.7568359375	n/a	121608	2120	0
121.4580078125	n/a	124374	1342	4039
121.4580078125	n/a	124374	1311	1001
137.0849609375	n/a	140376	2110	0
137.658203125	n/a	140963	1312	1001
137.658203125	n/a	140963	1311	1096
143.7724609375	n/a	147224	2110	0
144.3466796875	n/a	147812	1312	1096
144.3466796875	n/a	147812	1311	1110
152.1640625	n/a	155817	2110	0
152.73828125	n/a	156405	1312	1110
152.73828125	n/a	156405	1321	4003
158.2197265625	n/a	162018	2120	0
161.8291015625	n/a	165714	1322	4003
161.8291015625	n/a	165714	1311	1121
171.5234375	n/a	175641	2110	0
172.0947265625	n/a	176226	1312	1121
172.0947265625	n/a	176226	1311	1155
178.0908203125	n/a	182366	2110	0
178.662109375	n/a	182951	1312	1155
178.662109375	n/a	182951	1321	4017
180.37890625	n/a	184709	2120	0
182.439453125	n/a	186819	1322	4017
182.439453125	n/a	186819	1311	1223
189.21875	n/a	193761	2110	0
189.7900390625	n/a	194346	1312	1223
189.7900390625	n/a	194346	1311	1189
195.337890625	n/a	200027	2110	0
195.912109375	n/a	200615	1312	1189
195.912109375	n/a	200615	1311	1213
200.234375	n/a	205041	2120	0
206.275390625	n/a	211227	1312	1213
206.275390625	n/a	211227	1311	1056
215.9453125	n/a	221129	2110	0
216.51953125	n/a	221717	1312	1056
216.51953125	n/a	221717	1311	1042
227.2490234375	n/a	232704	2120	0
231.01953125	n/a	236565	1312	1042
231.01953125	n/a	236565	1311	1016
234.3291015625	n/a	239954	2120	0
235.966796875	n/a	241631	1312	1016
235.966796875	n/a	241631	1311	1009
239.537109375	n/a	245287	2110	0
243.9853515625	n/a	249842	1312	1009
243.9853515625	n/a	249842	1311	1201
